Name,Description,NumberOfCheckboxes,NumberAlreadyCompleted,SectionID,GameID,ListOrder,LongDescription,Hidden
Gustave - Expedition,Default,1,0,170,11,4,Default outfit,0
Gustave - Flowers Suit,DLC,1,0,170,11,5,Deluxe Edition DLC,0
Gustave - Gommage,DLC,1,0,170,11,6,Deluxe Edition DLC,0
Gustave - Lumiere,The Continent,1,0,170,11,7,"Can be purchased from Carrabi for 1,000 Chroma",0
Gustave - Obscur,DLC,1,0,170,11,8,Deluxe Edition DLC,0
Gustave - Pure,Gestral Village (Missable),1,0,170,11,9,Complete Karatom the Gestral's quest,0
Gustave - Renoir,"Lumiere (Act III, Missable)",1,0,170,11,10,Choose the Verso ending,0
Gustave - Renoir's Suit,The Monolith,1,0,170,11,11,Defeat Renoir,0
Gustave - Sakapatate,Gestral Village (Missable),1,0,170,11,12,"Sold by the merchant Delsitra for 1,000 Chroma",0
Gustave - Swimsuit,Gestral Beach,1,0,170,11,13,Finish the platforming challenge and speak to the young Gestral to acquire this as a reward,0
Lune - Baguette,Ancient Sanctuary,1,0,170,11,14,Defeat the Mime,0
Lune - Civilian,"Lumiere (Act III, Missable)",1,0,170,11,15,Choose the Maelle ending,0
Lune - Clea,Flying Manor (Missable),1,0,170,11,16,"After defeating Clea, talk to the Young Boy in the Central Plaza and choose Lune",0
Lune - Danseuse,Frozen Hearts,1,0,170,11,17,Complete Danseuse Teacher's quest,0
Lune - Expedition,Default,1,0,170,11,18,Default outfit,0
Lune - Flowers Suit,DLC,1,0,170,11,19,Deluxe Edition DLC,0
Lune - Gommage,DLC,1,0,170,11,20,Deluxe Edition DLC,0
Lune - Pure,Monoco's Station,1,0,170,11,21,Speak to the Grandis Fashionist as Lune and challenge it to a battle of eloquence,0
Lune - Sakapatate,Gestral Village,1,0,170,11,22,"Complete the ""Help Alexaundro"" quest",0
Lune - Sirene,Sirene,1,0,170,11,23,Defeat the Glissando,0
Lune - Skirt,The Continent,1,0,170,11,24,Can be purchased from Geranjo for 1000 Chroma,0
Lune - Swimsuit 1,Gestral Beach,1,0,170,11,25,"Finish the platforming challenge. After receiving the first swimsuit reward for Gustave, speak to the 
young Gestral to ask for another swimsuit and aswer his question",0
Lune - Swimsuit 2,Gestral Beach,1,0,170,11,26,"Win against the ""Normal One"" difficulty in the beach raft volley mini-game",0
Maelle - Alicia,Story,1,0,170,11,27,Obtained in Act III,0
Maelle - Baguette,The Reacher,1,0,170,11,28,Defeat the Mime,0
Maelle - Civilian,The Continent,1,0,170,11,29,Sold by the gestral merchant Geranjo for 1000 Chroma,0
Maelle - Clair,DLC,1,0,170,11,30,Deluxe Edition DLC,0
Maelle - Clea,Flying Manor (Missable),1,0,170,11,31,"After defeating Clea, talk to the Young Boy in the Central Plaza and choose Maelle",0
Maelle - Expedition,Default,1,0,170,11,32,Default outfit,0
Maelle - Flowers Suit,DLC,1,0,170,11,33,Deluxe Edition DLC,0
Maelle - Gommage,DLC,1,0,170,11,34,Deluxe Edition DLC,0
Maelle - Lumiere,The Continent,1,0,170,11,35,"Can be purchased from Carrabi for 1,000 Chroma",0
Maelle - Obscur,Forgotten Battlefield,1,0,170,11,36,"Can be purchased from Kasumi for 5,000 Chroma after winning against him in a duel",0
Maelle - Pure,Monoco's Station,1,0,170,11,37,Speak to the Grandis Fashionist as Maelle and challenge it to a battle of eloquence,0
Maelle - Real Maelle,The Manor,1,0,170,11,38,"Place the Manor Family Canvas quest item on the empty frame in The Manor to unlock the Painting 
Room. There's an empty frame just by the stairs on the east wing of the manor, near the flag",0
Maelle - Sakapatate,Gestral Village,1,0,170,11,39,"Complete the ""Ono-Puncho Challenge"" quest",0
Maelle - Skirt,The Manor,1,0,170,11,40,"From the Tide Caverns Expedition Flag, get across to the next cliff and follow the lanterns. Take the 
rope down and head to the right side of the cave past the Rocher Boss. Take the rope down and 
defeat the Gold Chevaliere. Enter the doors ahead to enter The Manor and open the wardrobe",0
Maelle - Swimsuit,Gestral Beach,1,0,170,11,41,Acquired as a reward from the Grandis for completing the wall climbing challenge,0
Sciel - Baguette,Esquie's Nest,1,0,170,11,42,Defeat the Mime,0
Sciel - Civilian,"Lumiere (Act III, Missable)",1,0,170,11,43,Choose the Maelle ending,0
Sciel - Clea,Flying Manor (Missable),1,0,170,11,44,"After defeating Clea, talk to the Young Boy in the Central Plaza and choose Sciel",0
Sciel - Danseuse,Frozen Hearts,1,0,170,11,45,"Sold by the Gestral Merchant Verogo for 10,000 Chroma",0
Sciel - Expedition,Default,1,0,170,11,46,Default outfit,0
Sciel - Flowers Suit,DLC,1,0,170,11,47,Deluxe Edition DLC,0
Sciel - Gommage,DLC,1,0,170,11,48,Deluxe Edition DLC,0
Sciel - Pure,Monoco's Station,1,0,170,11,49,Speak to the Grandis Fashionist as Lune and challenge it to a battle of eloquence,0
Sciel - Sakapatate,Gestral Village,1,0,170,11,50,Can be purchased from Alexcyclo for 1000 Chroma,0
Sciel - Sirene,The Continent,1,0,170,11,51,Can be purchased from Pearo for 5000 Chroma,0
Sciel - Skirt,The Continent,1,0,170,11,52,Can be purchased from Carnovi for 5000 Chroma,0
Sciel - Swimsuit 1,Camp,1,0,170,11,53,Reach relationship level 6 with Sciel,0
Sciel - Swimsuit 2,Gestral Beach,1,0,170,11,54,"Win against the ""The Strongest"" difficulty in the beach raft volley mini-game",0
Verso - Baguette,Visages,1,0,170,11,55,Defeat the Mime,0
Verso - Civilian,The Manor,1,0,170,11,56,"Entered from an entrance on an island south of Blades' Graveyard. Can be found inside a hidden 
room that can be revealed by interacting with a set of books on a shelf in front of the spiral stairs",0
Verso - Clair,Endless Tower,1,0,170,11,57,"Rewarded for completing Stage 11, Trial 3",0
Verso - Expedition,Camp,1,0,170,11,58,Progress through Act II to get the outfit,0
Verso - Flowers Suit,DLC,1,0,170,11,59,Deluxe Edition DLC,0
Verso - Gommage,DLC,1,0,170,11,60,Deluxe Edition DLC,0
Verso - Obscur,DLC,1,0,170,11,61,Deluxe Edition DLC,0
Verso - Perelin,Frozen Hearts,1,0,170,11,62,Sold by the Gestral Merchant Verogo for 20000 Chroma,0
Verso - Pure,The Continent,1,0,170,11,63,Can be purchased from Granasori for 10000 Chroma,0
Verso - Renoir,"Lumiere (Act III, Missable)",1,0,170,11,64,Choose the Verso ending,0
Verso - Renoir's Suit,The Monolith,1,0,170,11,65,Defeat Renoir,0
Verso - Sakapatate,Gestral Village,1,0,170,11,66,Sold by the merchant Delsitra for 1000 Chroma,0
Verso - Simple,The Continent,1,0,170,11,67,Can be purchased from Rubiju for 5000 Chroma,0
Verso - Swimsuit 1,Camp,1,0,170,11,68,Reach relationship level 6 with Sciel,0
Verso - Swimsuit 2,Gestral Beach,1,0,170,11,69,Reach Gold Medal in the obstacle race course to obtain this outfit,0
Verso - Verso,Default,1,0,170,11,70,Default outfit,0
Monoco - Civilian,Endless Night Sanctuary,1,0,170,11,71,Sold by the Gestral Merchant Anthonypo for 10000 Chroma,0
Verso - Lumiere,Flying Casino,1,0,170,11,72,Can be obtained when speaking to the Gestral inside the casino as Monoco,0
Verso - Expedition,Default,1,0,170,11,73,Default outfit,0
Verso - Flowers Suit,DLC,1,0,170,11,74,Deluxe Edition DLC,0
Verso - Gommage,DLC,1,0,170,11,75,Deluxe Edition DLC,0
Verso - Pure,The Continent,1,0,170,11,76,Can be purchased from Lucaroparfe for 10000 Chroma,0
Verso - Swimsuit,Gestral Beach,1,0,170,11,77,"Rewarded for completing the ""Only-up"" climbing challenge in the Gestral Beach",0
Lost Gestral,The Continent,1,0,168,11,1,In front of Esquie's Nest,0
Lost Gestral,The Continent,1,0,168,11,2,"As you approach the entrance to the Stone Wave Cliffs, they will see a path to their right that leads to a Bourgeon. There is a Lost Gestral in an alcove just beyond that enemy.",0
Lost Gestral,The Continent,1,0,168,11,3,"There is a Lost Gestral just southeast of Monoco's Station, in the northeast of the area",0
Lost Gestral,The Continent,1,0,168,11,4,"After unlocking the ability to swim, this Lost gestral can be found on the same island as White Tree, west of Yellow Harvest. The Gestral is on the south side of the island",0
Lost Gestral,The Continent,1,0,168,11,5,"After unlocking the ability to swim through coral reefs, you can find this Lost Gestral on the beach above Coastal Cave",0
Lost Gestral,The Continent,1,0,168,11,6,"There is a red island northwest of Old Lumiere. The gestal is hidden in the corner next to two Mimes. Swim is required for this one, but in order to reach this area of the map that should already be unlocked",0
Lost Gestral,The Continent,1,0,168,11,7,"After unlocking the ability to Fly, head towards the endless tower. There is a single rock platform high in the air by the tower, and a Lost Gestral stands upon it.",0
Lost Gestral,The Continent,1,0,168,11,8,"After unlocking the ability to Fly, head toward the left side of Visages or northeast of the Reacher. Esquie can land on some land in that area and the Lost Gestral is standing near its south end",0
Lost Gestral,The Continent,1,0,168,11,9,"After unlocking the ability to Fly, this Lost Gestral can be found in the red area southwest of Sirene, near the portal to the Endless Night Sanctuary",0
Alicia,The Manor,1,0,171,11,1,"Enter the Manor door through the Falling Leaves location to transport yourself to Alicia's study. The Manor door can be found in the lower area of the Falling Leaves, in the cavern where the Lady of Sap is",0
Alicia's Birthday Party,Boat Graveyard,1,0,171,11,1,Requires Esquie to acquire a new ability that can destroy the coral reefs,0
Aline,White Sands,1,0,171,11,1,"Found at the dead end of this location, next to a rowboat. Requires Esquie's fly ability to reach the location",0
Aline's Glasshouse,Lost Woods,1,0,171,11,1,Clear out the Yellow Harvest location to reach the other exit where you can find the entrance to the Lost Woods.,0
Children of Lumiere,The Continent,1,0,171,11,1,Can be purchased from Citrelo for 1000 Chroma. Requires Esquie's fly ability to reach the location,0
Clea,Endless Tower,1,0,171,11,1,Complete all 11 Stages which is a total of 33 challenges. Requires Esquie's Fly ability to reach the entrance of the location,0
Clea! Don't Pull Your Sister's Hair!,The Manor,1,0,171,11,1,The entrance for this room is located in Frozen Hearts,0
Endless Light,Renoir's Drafts,1,0,171,11,1,"Requires Esquie's swim underwater ability to reach the location. From the Entrance Expedition Flag, head down the path and take the path directly to the left of the slope you came from. Grapple to the building, head down the path and pick up the Music Record on the right side of the field",0
Forlorn,The Manor,1,0,171,11,1,"Requires Esquie's fly ability to reach the entrance from The Continent. It is east to The Meadows, before the Chromatic Benisseur",0
Goblu,The Continent,1,0,171,11,1,Purchased from the Gestral Merchant Blabary for 1000 Chroma,0
Gustave,Stone Wave Cliffs,1,0,171,11,1,Return to the area where you fought the main boss and where the cutscene took place. You'll find it in the ground by the edge of the cliff,0
Honeymoon in Lumiere,White Tree,1,0,171,11,1,Progress the story to acquire the swim ability for Esquie and to reach the location,0
L'Amour D'Une Mère,The Manor,1,0,171,11,1,"Enter the Manor through The Monolith entrance from the Tainted Battledfields, it can be found to the left upon entering",0
Le Grand Cafe de Lumiere,The Carousel,1,0,171,11,1,"As you approach the Carousel from the Expedition flag, take a path to the left. The record is at the end",0
Lettre à Maelle (Missable),Camp,1,0,171,11,1,"Progress the story in Act II. After defeating an axon, in the Camp. Choose ""Check up on the others"". You'll acquire this record after the cutscene",0
Lights of the Past,Ancient Gestral Village,1,0,171,11,1,Requires Esquie to destroy the rock obstacles blocking the path to the location,0
Linen and Cotton,The Continent,1,0,171,11,1,Can be purchased from Rubiju for 1000 Chroma,0
Lost Voice,The Continent,1,0,171,11,1,Can be purchased from Strabami for 5000 Chroma,0
Lumiere,"Lumiere (Missable)
The Continent",1,0,171,11,1,"Acquired as a drop by defeating the Mime enemy located in Lumiere during the Prologue section of the game.
Or, if you missed it, buy it from the merchant near the entrance to the Isle of the Eyes.",0
Lune,Camp,1,0,171,11,1,Reach Relationship Level 6 with Lune and complete her side quest,0
Monoco,Camp,1,0,171,11,1,Reach Relationship Level 6 with Monoco and complete his side quest,0
Nocturne Pour Lumiere,Sinister Caves,1,0,171,11,1,"Found next to the remains of an expedition. Climb to the top section of the cave, and then go east to find an opening on the ground that you can jump to drop onto a platform where the dead expeditioner and the music record is",0
Nocturne Pour Un Masque De Tristesse,The Manor,1,0,171,11,1,"Trigger the four switches in the dining room, and then investigate the fireplace to find this music record",0
Our Drafts Collide,Camp,1,0,171,11,1,Automatically unlocked and added to the list of music records upon defeating the final boss of the main campaign in Act III,0
Our Painted Family,The Meadows,1,0,171,11,1,Progress the story to acquire the swim ability for Esquie and to reach the location,0
Renoir,The Manor,1,0,171,11,1,"Enter The Manor from Old Lumiere, and pick up the record on the sink directly to the right upon entering",0
Reverence,Blades' Graveyard,1,0,171,11,1,Progress the story to acquire the swim ability for Esquie and to reach the location,0
Rêveries Dans Paris,Flying Casino,1,0,171,11,1,Can be found on the right side behind the casino,0
Robe de Jour,The Continent,1,0,171,11,1,Can be purchased from Rederi for 1000 Chroma,0
Sciel,Camp,1,0,171,11,1,Reach Relationship Level 6 with Sciel. Progress the story around Act III and choose to spend time with her back at camp,0
Un 33 Decembre a Lumiere,Twilight Quarry,1,0,171,11,1,Requires Esquie to destroy the rock obstacles blocking the path to the location,0
Until Next Life,Falling Leaves,1,0,171,11,1,Defeat the Scavenger boss and return to the Young Boy. Speak to him to acquire this record,0
Verso,The Manor,1,0,171,11,1,"Access The Manor through the door inside a cavern in the Anger Vale section of Visages. In the room, the record is besides the baby grand piano",0
Ancient Sanctuary,"Near the expedition flag at the entrance, chase the Petank across the log bridge to the glowing plate on the other side of the stream",1,0,169,11,1,,0
Esquie's Nest,"From the entrance, go through the narrow tunnel and drop down from the left side of the bridge, approach from the left so the Petank runs through the cave on the right, the glowing plate is between two large rocks at the end",1,0,169,11,2,,0
Stone Wave Cliffs,"At the Old Farm checkpoint, look for the Petank beneath the first cabin on the right, approach from behind and guide it through the gates into a narrow alley where the glowing plate is located",1,0,169,11,3,,0
